	Sujeto	canal	media	mediana	dataset	etapa	Q99	Q1
327	sub-00001	EEG(sec)	0.13397872340425535	0.142	SHHS1	N1	0.17049999999999998	0.103
328	sub-00002	EEG	0.13251327433628318	0.125	SHHS1	N2	0.15875	0.09725
329	sub-00002	EEG	0.164	0.164	SHHS1	W	0.2995	0.0575
330	sub-00002	EEG	0.18121568627450982	0.186	SHHS1	R	0.2065	0.152
331	sub-00002	EEG	0.19099999999999998	0.192	SHHS1	N1	0.214	0.16849999999999998
332	sub-00002	EEG(sec)	0.11952212389380532	0.112	SHHS1	N2	0.14475	0.089
333	sub-00002	EEG(sec)	0.031	0.031	SHHS1	W	0.1625	0.026
334	sub-00002	EEG(sec)	0.15049019607843137	0.155	SHHS1	R	0.1805	0.1365
335	sub-00002	EEG(sec)	0.20633333333333334	0.202	SHHS1	N1	0.229	0.1815
336	sub-00003	EEG	0.11545714285714284	0.0985	SHHS1	N2	0.133	0.07375
337	sub-00003	EEG	0.171	0.171	SHHS1	W	0.4165	0.095
338	sub-00003	EEG	0.14549541284403672	0.136	SHHS1	R	0.174	0.108
339	sub-00003	EEG	0.19834285714285715	0.2	SHHS1	N1	0.2275	0.1625
340	sub-00003	EEG(sec)	0.1045642857142857	0.087	SHHS1	N2	0.12525	0.06
341	sub-00003	EEG(sec)	0.16	0.16	SHHS1	W	0.3715	0.0935
342	sub-00003	EEG(sec)	0.1371467889908257	0.129	SHHS1	R	0.172	0.102
343	sub-00003	EEG(sec)	0.20102857142857142	0.205	SHHS1	N1	0.223	0.182
344	sub-00004	EEG	0.08161500000000001	0.076	SHHS1	N2	0.09725	0.06075
345	sub-00004	EEG	0.2065	0.2065	SHHS1	W	0.27625	0.156
346	sub-00004	EEG	0.13645945945945948	0.136	SHHS1	R	0.17075	0.10825
347	sub-00004	EEG	0.2451111111111111	0.219	SHHS1	N1	0.309	0.16
348	sub-00004	EEG(sec)	0.089195	0.08549999999999999	SHHS1	N2	0.10825	0.064
349	sub-00004	EEG(sec)	0.1975	0.1975	SHHS1	W	0.27725	0.14975
350	sub-00004	EEG(sec)	0.13728378378378378	0.1295	SHHS1	R	0.16975	0.101
351	sub-00004	EEG(sec)	0.3247777777777778	0.2955	SHHS1	N1	0.44225000000000003	0.19875
352	sub-00005	EEG	0.1487887029288703	0.146	SHHS1	N2	0.17375	0.11925
353	sub-00005	EEG	0.1365	0.1365	SHHS1	W	0.2085	0.079
354	sub-00005	EEG	0.12719767441860466	0.1175	SHHS1	R	0.14375	0.095
355	sub-00005	EEG	0.17407142857142857	0.175	SHHS1	N1	0.19625	0.15375
356	sub-00005	EEG(sec)	0.11873430962343097	0.117	SHHS1	N2	0.14	0.092
357	sub-00005	EEG(sec)	0.112	0.112	SHHS1	W	0.196	0.07325
358	sub-00005	EEG(sec)	0.1191046511627907	0.1	SHHS1	R	0.13575	0.091
359	sub-00005	EEG(sec)	0.15976190476190474	0.1595	SHHS1	N1	0.17875	0.143
360	sub-00006	EEG	0.04868803418803419	0.044	SHHS1	N2	0.059	0.033
361	sub-00006	EEG	0.04	0.04	SHHS1	W	0.063	0.027
362	sub-00006	EEG	0.05592903225806452	0.05	SHHS1	R	0.0745	0.0315
363	sub-00006	EEG	0.14547916666666666	0.158	SHHS1	N1	0.17875	0.09625
364	sub-00006	EEG(sec)	0.07223504273504273	0.07	SHHS1	N2	0.091	0.053
365	sub-00006	EEG(sec)	0.049	0.049	SHHS1	W	0.106	0.027
366	sub-00006	EEG(sec)	0.06648387096774193	0.067	SHHS1	R	0.0955	0.0305
367	sub-00006	EEG(sec)	0.19525	0.188	SHHS1	N1	0.231	0.16775
368	sub-00007	EEG	0.07988034188034188	0.077	SHHS1	N2	0.097	0.06
369	sub-00007	EEG	0.083	0.083	SHHS1	W	0.16225	0.035
370	sub-00007	EEG	0.06842028985507247	0.06	SHHS1	R	0.07875	0.047
371	sub-00007	EEG	0.2737222222222222	0.2625	SHHS1	N1	0.3175	0.20475000000000002
372	sub-00007	EEG(sec)	0.07310826210826211	0.069	SHHS1	N2	0.09	0.053
373	sub-00007	EEG(sec)	0.0795	0.0795	SHHS1	W	0.14	0.047
374	sub-00007	EEG(sec)	0.06265942028985508	0.054	SHHS1	R	0.07575	0.04125
375	sub-00007	EEG(sec)	0.2961111111111111	0.2535	SHHS1	N1	0.338	0.228
376	sub-00008	EEG	0.12603846153846154	0.127	SHHS1	N2	0.142	0.112
377	sub-00008	EEG	0.159	0.159	SHHS1	W	0.193	0.064
378	sub-00008	EEG	0.15405405405405406	0.1555	SHHS1	R	0.16875	0.1395
379	sub-00008	EEG	0.23733333333333337	0.253	SHHS1	N1	0.2615	0.214
380	sub-00008	EEG(sec)	0.08203365384615385	0.078	SHHS1	N2	0.10025	0.05975
381	sub-00008	EEG(sec)	0.196	0.196	SHHS1	W	0.257	0.117
382	sub-00008	EEG(sec)	0.13351351351351354	0.1245	SHHS1	R	0.14875	0.106
383	sub-00008	EEG(sec)	0.15833333333333333	0.16	SHHS1	N1	0.209	0.1135
384	sub-00009	EEG	0.07963170163170163	0.07	SHHS1	N2	0.097	0.051
385	sub-00009	EEG	0.05	0.05	SHHS1	W	0.176	0.0165
386	sub-00009	EEG	0.07970229007633586	0.076	SHHS1	R	0.1	0.047
387	sub-00009	EEG	0.19415789473684214	0.198	SHHS1	N1	0.211	0.17925
388	sub-00009	EEG(sec)	0.05624242424242424	0.049	SHHS1	N2	0.071	0.033
389	sub-00009	EEG(sec)	0.03	0.03	SHHS1	W	0.1075	0.011
390	sub-00009	EEG(sec)	0.057633587786259544	0.052	SHHS1	R	0.0695	0.0335
391	sub-00009	EEG(sec)	0.14089473684210524	0.1685	SHHS1	N1	0.1775	0.07825
392	sub-00010	EEG	0.07911506276150627	0.0745	SHHS1	N2	0.09875	0.056
393	sub-00010	EEG	0.0845	0.0845	SHHS1	W	0.157	0.062
394	sub-00010	EEG	0.08334782608695651	0.0845	SHHS1	R	0.098	0.06975
395	sub-00010	EEG	0.16736363636363635	0.165	SHHS1	N1	0.196	0.148
396	sub-00010	EEG(sec)	0.06718828451882845	0.064	SHHS1	N2	0.085	0.045
397	sub-00010	EEG(sec)	0.0785	0.0785	SHHS1	W	0.14375	0.054
398	sub-00010	EEG(sec)	0.07658695652173912	0.076	SHHS1	R	0.09	0.06275
399	sub-00010	EEG(sec)	0.1551818181818182	0.149	SHHS1	N1	0.175	0.1375
400	sub-174	Fz	0.035720588235294115	0.031	UBA	N2	0.046	0.022
401	sub-174	Fz	0.245	0.245	UBA	W	0.3705	0.08349999999999999
402	sub-174	Fz	0.07027173913043479	0.062	UBA	R	0.078	0.054
403	sub-174	Fz	0.10726373626373624	0.103	UBA	N1	0.151	0.057
404	sub-174	FC1	0.03908613445378152	0.035	UBA	N2	0.04725	0.026
405	sub-174	FC1	0.258	0.258	UBA	W	0.397	0.07450000000000001
406	sub-174	FC1	0.0784891304347826	0.07	UBA	R	0.09125	0.058
407	sub-174	FC1	0.1194065934065934	0.121	UBA	N1	0.158	0.073
408	sub-174	FC5	0.049136554621848745	0.045	UBA	N2	0.06225	0.032
409	sub-174	FC5	0.242	0.242	UBA	W	0.3435	0.07150000000000001
410	sub-174	FC5	0.08590760869565217	0.0765	UBA	R	0.099	0.063
411	sub-174	FC5	0.12046153846153848	0.119	UBA	N1	0.162	0.0815
412	sub-174	C3	0.045707983193277305	0.041	UBA	N2	0.055	0.032
413	sub-174	C3	0.279	0.279	UBA	W	0.423	0.1195
414	sub-174	C3	0.0978695652173913	0.088	UBA	R	0.112	0.07175
415	sub-174	C3	0.12705494505494508	0.118	UBA	N1	0.159	0.0935
416	sub-174	Cz	0.040241596638655466	0.036	UBA	N2	0.048	0.02875
417	sub-174	Cz	0.198	0.198	UBA	W	0.3815	0.0775
418	sub-174	Cz	0.08851086956521739	0.081	UBA	R	0.10025	0.067
419	sub-174	Cz	0.13302197802197802	0.125	UBA	N1	0.17049999999999998	0.095
420	sub-174	C4	0.045567226890756304	0.041	UBA	N2	0.054	0.032
421	sub-174	C4	0.23	0.23	UBA	W	0.40449999999999997	0.07350000000000001
422	sub-174	C4	0.09756521739130433	0.0905	UBA	R	0.10625	0.072
423	sub-174	C4	0.12932967032967035	0.127	UBA	N1	0.168	0.094
424	sub-174	Pz	0.05220588235294118	0.043	UBA	N2	0.064	0.033
425	sub-174	Pz	0.347	0.347	UBA	W	0.5575000000000001	0.10650000000000001
426	sub-174	Pz	0.13680434782608697	0.1215	UBA	R	0.1515	0.10175
427	sub-174	Pz	0.14445054945054947	0.137	UBA	N1	0.1765	0.1105
428	sub-193	Fz	0.03464040404040405	0.033	UBA	N2	0.042499999999999996	0.024
429	sub-193	Fz	0.06	0.06	UBA	W	0.0975	0.03225
430	sub-193	Fz	0.06476666666666667	0.0595	UBA	R	0.074	0.051
431	sub-193	Fz	0.09430188679245285	0.082	UBA	N1	0.131	0.054
432	sub-193	FC1	0.037347474747474754	0.036	UBA	N2	0.045	0.027
433	sub-193	FC1	0.0665	0.0665	UBA	W	0.1145	0.04
434	sub-193	FC1	0.06986666666666666	0.065	UBA	R	0.08	0.056
435	sub-193	FC1	0.10135849056603775	0.091	UBA	N1	0.135	0.058
436	sub-193	FC5	0.053444444444444454	0.053	UBA	N2	0.0635	0.042499999999999996
437	sub-193	FC5	0.037	0.037	UBA	W	0.08625	0.01575
438	sub-193	FC5	0.0712388888888889	0.069	UBA	R	0.08425	0.05375
439	sub-193	FC5	0.09054716981132074	0.08	UBA	N1	0.123	0.061
440	sub-193	C3	0.04557373737373738	0.045	UBA	N2	0.0565	0.035
441	sub-193	C3	0.078	0.078	UBA	W	0.14	0.0355
442	sub-193	C3	0.08102222222222222	0.0755	UBA	R	0.09225	0.064
443	sub-193	C3	0.10356603773584908	0.093	UBA	N1	0.139	0.067
444	sub-193	Cz	0.03904444444444445	0.038	UBA	N2	0.049	0.028
445	sub-193	Cz	0.07	0.07	UBA	W	0.1255	0.041499999999999995
446	sub-193	Cz	0.07635555555555555	0.072	UBA	R	0.086	0.062
447	sub-193	Cz	0.10850943396226415	0.103	UBA	N1	0.146	0.065
448	sub-193	C4	0.050333333333333334	0.05	UBA	N2	0.061	0.039
449	sub-193	C4	0.027	0.027	UBA	W	0.11025	0.010499999999999999
450	sub-193	C4	0.07548333333333333	0.071	UBA	R	0.086	0.06175
451	sub-193	C4	0.09286792452830189	0.093	UBA	N1	0.141	0.032
452	sub-193	Pz	0.05290909090909092	0.051	UBA	N2	0.065	0.039
453	sub-193	Pz	0.0305	0.0305	UBA	W	0.16525	0.01075
454	sub-193	Pz	0.09589444444444443	0.0955	UBA	R	0.10925	0.07575
455	sub-193	Pz	0.09573584905660375	0.088	UBA	N1	0.155	0.032
456	sub-200	Fz	0.05105133079847909	0.043	UBA	N2	0.067	0.03
457	sub-200	Fz	0.083	0.083	UBA	W	0.1835	0.035500000000000004
458	sub-200	Fz	0.058778688524590166	0.058	UBA	R	0.07075	0.045
459	sub-200	Fz	0.10660465116279069	0.078	UBA	N1	0.148	0.0475
460	sub-200	FC1	0.05434980988593156	0.048	UBA	N2	0.071	0.034
461	sub-200	FC1	0.081	0.081	UBA	W	0.1935	0.041999999999999996
462	sub-200	FC1	0.06274590163934426	0.0595	UBA	R	0.075	0.05
463	sub-200	FC1	0.10967441860465114	0.086	UBA	N1	0.1525	0.0515
464	sub-200	FC5	0.058492395437262354	0.053	UBA	N2	0.076	0.036
465	sub-200	FC5	0.076	0.076	UBA	W	0.155	0.029
466	sub-200	FC5	0.05960655737704918	0.0565	UBA	R	0.073	0.042
467	sub-200	FC5	0.07865116279069767	0.067	UBA	N1	0.11	0.035
468	sub-200	C3	0.05489923954372624	0.049	UBA	N2	0.06975	0.036
469	sub-200	C3	0.066	0.066	UBA	W	0.195	0.0295
470	sub-200	C3	0.06232786885245902	0.06	UBA	R	0.07575	0.04725
471	sub-200	C3	0.09272093023255815	0.062	UBA	N1	0.1295	0.040999999999999995
472	sub-200	Cz	0.05238593155893536	0.048	UBA	N2	0.06475	0.034
473	sub-200	Cz	0.082	0.082	UBA	W	0.1935	0.046
474	sub-200	Cz	0.06316393442622953	0.062	UBA	R	0.07475	0.05125
475	sub-200	Cz	0.11348837209302326	0.098	UBA	N1	0.154	0.054
476	sub-200	C4	0.05310836501901141	0.047	UBA	N2	0.065	0.034
477	sub-200	C4	0.09	0.09	UBA	W	0.15	0.044
478	sub-200	C4	0.059868852459016395	0.0575	UBA	R	0.07475	0.04425
479	sub-200	C4	0.119046511627907	0.099	UBA	N1	0.1695	0.06
480	sub-200	Pz	0.05706653992395438	0.052	UBA	N2	0.07	0.03825
481	sub-200	Pz	0.108	0.108	UBA	W	0.1885	0.042499999999999996
482	sub-200	Pz	0.06685245901639343	0.0635	UBA	R	0.08574999999999999	0.04425
483	sub-200	Pz	0.09686046511627909	0.074	UBA	N1	0.1315	0.047
484	sub-211	Fz	0.03485141509433962	0.032	UBA	N2	0.043	0.024
485	sub-211	Fz	0.022	0.022	UBA	W	0.03925	0.01375
486	sub-211	Fz	0.0435054945054945	0.043	UBA	R	0.049	0.03625
487	sub-211	Fz	0.090515625	0.091	UBA	N1	0.128	0.041
488	sub-211	FC1	0.03534669811320755	0.034	UBA	N2	0.043	0.025
489	sub-211	FC1	0.032	0.032	UBA	W	0.05725	0.019
490	sub-211	FC1	0.04581868131868131	0.0455	UBA	R	0.052	0.039
491	sub-211	FC1	0.097875	0.098	UBA	N1	0.14325	0.041
492	sub-211	FC5	0.04259198113207548	0.041	UBA	N2	0.052	0.03
493	sub-211	FC5	0.0305	0.0305	UBA	W	0.05425	0.018
494	sub-211	FC5	0.046769230769230764	0.045	UBA	R	0.055	0.039
495	sub-211	FC5	0.09425	0.0875	UBA	N1	0.14375	0.03375
496	sub-211	C3	0.03788915094339622	0.037	UBA	N2	0.047	0.027
497	sub-211	C3	0.0395	0.0395	UBA	W	0.07125	0.02275
498	sub-211	C3	0.04909340659340659	0.048	UBA	R	0.057	0.041
499	sub-211	C3	0.09953125	0.0945	UBA	N1	0.152	0.03875
500	sub-211	Cz	0.032719339622641515	0.032	UBA	N2	0.041	0.023
501	sub-211	Cz	0.038	0.038	UBA	W	0.0665	0.022
502	sub-211	Cz	0.04695054945054945	0.047	UBA	R	0.053	0.04
503	sub-211	Cz	0.09696875000000002	0.0915	UBA	N1	0.14925	0.03575
504	sub-211	C4	0.039469339622641514	0.039	UBA	N2	0.048	0.029
505	sub-211	C4	0.0405	0.0405	UBA	W	0.07025	0.02475
506	sub-211	C4	0.05068131868131867	0.05	UBA	R	0.058	0.044
507	sub-211	C4	0.1253125	0.1275	UBA	N1	0.1695	0.0665
508	sub-211	Pz	0.04188679245283019	0.041	UBA	N2	0.051	0.031
509	sub-211	Pz	0.056	0.056	UBA	W	0.09425	0.02375
510	sub-211	Pz	0.05707692307692307	0.055	UBA	R	0.065	0.048
511	sub-211	Pz	0.1235625	0.135	UBA	N1	0.18075	0.0625
512	sub-215	Fz	0.03485141509433962	0.032	UBA	N2	0.043	0.024
513	sub-215	Fz	0.022	0.022	UBA	W	0.03925	0.01375
514	sub-215	Fz	0.0435054945054945	0.043	UBA	R	0.049	0.03625
515	sub-215	Fz	0.090515625	0.091	UBA	N1	0.128	0.041
516	sub-215	FC1	0.03534669811320755	0.034	UBA	N2	0.043	0.025
517	sub-215	FC1	0.032	0.032	UBA	W	0.05725	0.019
518	sub-215	FC1	0.04581868131868131	0.0455	UBA	R	0.052	0.039
519	sub-215	FC1	0.097875	0.098	UBA	N1	0.14325	0.041
520	sub-215	FC5	0.04259198113207548	0.041	UBA	N2	0.052	0.03
521	sub-215	FC5	0.0305	0.0305	UBA	W	0.05425	0.018
522	sub-215	FC5	0.046769230769230764	0.045	UBA	R	0.055	0.039
523	sub-215	FC5	0.09425	0.0875	UBA	N1	0.14375	0.03375
524	sub-215	C3	0.03788915094339622	0.037	UBA	N2	0.047	0.027
525	sub-215	C3	0.0395	0.0395	UBA	W	0.07125	0.02275
526	sub-215	C3	0.04909340659340659	0.048	UBA	R	0.057	0.041
527	sub-215	C3	0.09953125	0.0945	UBA	N1	0.152	0.03875
528	sub-215	Cz	0.032719339622641515	0.032	UBA	N2	0.041	0.023
529	sub-215	Cz	0.038	0.038	UBA	W	0.0665	0.022
530	sub-215	Cz	0.04695054945054945	0.047	UBA	R	0.053	0.04
531	sub-215	Cz	0.09696875000000002	0.0915	UBA	N1	0.14925	0.03575
532	sub-215	C4	0.039469339622641514	0.039	UBA	N2	0.048	0.029
533	sub-215	C4	0.0405	0.0405	UBA	W	0.07025	0.02475
534	sub-215	C4	0.05068131868131867	0.05	UBA	R	0.058	0.044
535	sub-215	C4	0.1253125	0.1275	UBA	N1	0.1695	0.0665
536	sub-215	Pz	0.04188679245283019	0.041	UBA	N2	0.051	0.031
537	sub-215	Pz	0.056	0.056	UBA	W	0.09425	0.02375
538	sub-215	Pz	0.05707692307692307	0.055	UBA	R	0.065	0.048
539	sub-215	Pz	0.1235625	0.135	UBA	N1	0.18075	0.0625
540	sub-217	Fz	0.06081690140845071	0.061	UBA	N2	0.077	0.043
541	sub-217	Fz	0.351	0.351	UBA	W	0.459	0.1525
542	sub-217	Fz	0.10383653846153845	0.103	UBA	R	0.12025	0.08675
543	sub-217	Fz	0.09767567567567569	0.09	UBA	N1	0.1405	0.051
544	sub-217	FC1	0.0725680751173709	0.0745	UBA	N2	0.09	0.053
545	sub-217	FC1	0.367	0.367	UBA	W	0.492	0.16
546	sub-217	FC1	0.10568269230769231	0.104	UBA	R	0.118	0.08675
547	sub-217	FC1	0.10369369369369368	0.1	UBA	N1	0.142	0.062
548	sub-217	FC5	0.08876525821596244	0.0885	UBA	N2	0.10975	0.063
549	sub-217	FC5	0.329	0.329	UBA	W	0.436	0.154
550	sub-217	FC5	0.11716346153846155	0.12	UBA	R	0.141	0.09175
551	sub-217	FC5	0.10281981981981984	0.102	UBA	N1	0.1365	0.0675
552	sub-217	C3	0.09273474178403755	0.09	UBA	N2	0.11	0.072
553	sub-217	C3	0.434	0.434	UBA	W	0.5834999999999999	0.179
554	sub-217	C3	0.13427884615384617	0.126	UBA	R	0.16525	0.103
555	sub-217	C3	0.10160360360360361	0.098	UBA	N1	0.1315	0.07
556	sub-217	Cz	0.07665962441314553	0.076	UBA	N2	0.089	0.061
557	sub-217	Cz	0.366	0.366	UBA	W	0.4995	0.172
558	sub-217	Cz	0.10822115384615386	0.107	UBA	R	0.12625	0.0905
559	sub-217	Cz	0.11935135135135136	0.114	UBA	N1	0.156	0.0825
560	sub-217	C4	0.08160328638497652	0.079	UBA	N2	0.09675	0.063
561	sub-217	C4	0.314	0.314	UBA	W	0.4035	0.1875
562	sub-217	C4	0.12547115384615384	0.1235	UBA	R	0.14225	0.09875
563	sub-217	C4	0.11147747747747747	0.113	UBA	N1	0.143	0.074
564	sub-217	Pz	0.0763755868544601	0.079	UBA	N2	0.101	0.047
565	sub-217	Pz	0.41	0.41	UBA	W	0.527	0.1645
566	sub-217	Pz	0.13508653846153845	0.1325	UBA	R	0.15125	0.11025
567	sub-217	Pz	0.11842342342342344	0.121	UBA	N1	0.1595	0.0755
568	sub-222	Fz	0.020799528301886794	0.015	UBA	N2	0.027	0.009
569	sub-222	Fz	0.1205	0.1205	UBA	W	0.23975	0.045
570	sub-222	Fz	0.03033333333333333	0.028	UBA	R	0.045	0.00975
571	sub-222	Fz	0.08836781609195403	0.067	UBA	N1	0.1295	0.04
572	sub-222	FC1	0.02369103773584906	0.017	UBA	N2	0.034	0.01
573	sub-222	FC1	0.1335	0.1335	UBA	W	0.26375000000000004	0.05575
574	sub-222	FC1	0.03353787878787878	0.0285	UBA	R	0.05125	0.01
575	sub-222	FC1	0.10051724137931038	0.091	UBA	N1	0.145	0.046
576	sub-222	FC5	0.02988679245283019	0.024	UBA	N2	0.04225	0.015
577	sub-222	FC5	0.095	0.095	UBA	W	0.20400000000000001	0.0415
578	sub-222	FC5	0.03757575757575757	0.034	UBA	R	0.05525	0.01275
579	sub-222	FC5	0.08789655172413795	0.082	UBA	N1	0.1245	0.0455
580	sub-222	C3	0.028075471698113207	0.021	UBA	N2	0.04025	0.011
581	sub-222	C3	0.15100000000000002	0.15100000000000002	UBA	W	0.30025	0.0525
582	sub-222	C3	0.03993939393939394	0.0335	UBA	R	0.06025	0.011
583	sub-222	C3	0.104816091954023	0.108	UBA	N1	0.155	0.0455
584	sub-222	Cz	0.02588915094339623	0.019	UBA	N2	0.03725	0.011
585	sub-222	Cz	0.1745	0.1745	UBA	W	0.31025	0.06575
586	sub-222	Cz	0.03696212121212122	0.0345	UBA	R	0.057	0.01275
587	sub-222	Cz	0.11398850574712643	0.111	UBA	N1	0.166	0.0535
588	sub-222	C4	0.03249528301886793	0.027	UBA	N2	0.04625	0.016
589	sub-222	C4	0.2405	0.2405	UBA	W	0.3325	0.06375
590	sub-222	C4	0.04862121212121212	0.047	UBA	R	0.06775	0.025
591	sub-222	C4	0.11398850574712646	0.102	UBA	N1	0.166	0.0525
592	sub-222	Pz	0.03630660377358491	0.027	UBA	N2	0.053	0.014
593	sub-222	Pz	0.3555	0.3555	UBA	W	0.45775	0.064
594	sub-222	Pz	0.06046969696969697	0.0575	UBA	R	0.086	0.02775
595	sub-222	Pz	0.1257471264367816	0.127	UBA	N1	0.1925	0.0485
596	sub-225	Fz	0.03620327102803739	0.032	UBA	N2	0.048	0.02
597	sub-225	Fz	0.0695	0.0695	UBA	W	0.14575	0.029
598	sub-225	Fz	0.04936931818181818	0.0465	UBA	R	0.05625	0.04
599	sub-225	Fz	0.16527999999999998	0.177	UBA	N1	0.2385	0.0945
600	sub-225	FC1	0.037170560747663554	0.0335	UBA	N2	0.048	0.023
601	sub-225	FC1	0.089	0.089	UBA	W	0.1865	0.03025
602	sub-225	FC1	0.05147159090909092	0.05	UBA	R	0.059	0.041
603	sub-225	FC1	0.17305333333333334	0.178	UBA	N1	0.2475	0.101
604	sub-225	FC5	0.053264018691588796	0.049	UBA	N2	0.069	0.034
605	sub-225	FC5	0.083	0.083	UBA	W	0.14375	0.026000000000000002
606	sub-225	FC5	0.04822727272727272	0.046	UBA	R	0.06	0.034
607	sub-225	FC5	0.14126666666666665	0.161	UBA	N1	0.1825	0.101
608	sub-225	C3	0.04257476635514019	0.039	UBA	N2	0.054	0.028
609	sub-225	C3	0.097	0.097	UBA	W	0.20249999999999999	0.02925
610	sub-225	C3	0.05332386363636365	0.0505	UBA	R	0.06225	0.041
611	sub-225	C3	0.16994666666666666	0.181	UBA	N1	0.231	0.1125
612	sub-225	Cz	0.03383177570093458	0.032	UBA	N2	0.043	0.022
613	sub-225	Cz	0.0795	0.0795	UBA	W	0.19525	0.02625
614	sub-225	Cz	0.05210795454545454	0.051	UBA	R	0.06	0.042
615	sub-225	Cz	0.17678666666666662	0.18	UBA	N1	0.252	0.1075
616	sub-225	C4	0.039446261682242995	0.037	UBA	N2	0.051	0.026
617	sub-225	C4	0.15100000000000002	0.15100000000000002	UBA	W	0.282	0.06
618	sub-225	C4	0.05450568181818182	0.052	UBA	R	0.06125	0.043
619	sub-225	C4	0.17536	0.184	UBA	N1	0.227	0.1275
620	sub-225	Pz	0.03655373831775702	0.035	UBA	N2	0.04525	0.026
621	sub-225	Pz	0.1825	0.1825	UBA	W	0.32025000000000003	0.0395
622	sub-225	Pz	0.05689204545454545	0.052	UBA	R	0.06325	0.044
623	sub-225	Pz	0.17274666666666666	0.174	UBA	N1	0.2155	0.121
624	sub-226	Fz	0.030957698815566835	0.027	UBA	N2	0.039	0.018
625	sub-226	Fz	0.0835	0.0835	UBA	W	0.1905	0.02325
626	sub-226	Fz	0.08197931034482758	0.077	UBA	R	0.096	0.058
627	sub-226	Fz	0.0975064935064935	0.077	UBA	N1	0.141	0.048
628	sub-226	FC1	0.031106598984771573	0.028	UBA	N2	0.038	0.019
629	sub-226	FC1	0.087	0.087	UBA	W	0.207	0.02125
630	sub-226	FC1	0.08726896551724138	0.082	UBA	R	0.107	0.06
631	sub-226	FC1	0.10235064935064936	0.082	UBA	N1	0.146	0.053
632	sub-226	FC5	0.03627580372250423	0.032	UBA	N2	0.0475	0.02
633	sub-226	FC5	0.049	0.049	UBA	W	0.11125	0.016
634	sub-226	FC5	0.1003241379310345	0.094	UBA	R	0.122	0.071
635	sub-226	FC5	0.09175324675324675	0.072	UBA	N1	0.141	0.034
636	sub-226	C3	0.034576988155668356	0.03	UBA	N2	0.043	0.021
637	sub-226	C3	0.0955	0.0955	UBA	W	0.214	0.02
638	sub-226	C3	0.11977931034482758	0.112	UBA	R	0.147	0.08
639	sub-226	C3	0.10044155844155846	0.078	UBA	N1	0.148	0.045
640	sub-226	Cz	0.03161421319796954	0.028	UBA	N2	0.039	0.02
641	sub-226	Cz	0.107	0.107	UBA	W	0.24225	0.026
642	sub-226	Cz	0.10286896551724138	0.095	UBA	R	0.124	0.068
643	sub-226	Cz	0.1060909090909091	0.089	UBA	N1	0.148	0.048
644	sub-226	C4	0.04444331641285956	0.041	UBA	N2	0.055	0.029
645	sub-226	C4	0.145	0.145	UBA	W	0.31425000000000003	0.06175
646	sub-226	C4	0.11384137931034484	0.104	UBA	R	0.131	0.083
647	sub-226	C4	0.12700000000000003	0.125	UBA	N1	0.182	0.078
648	sub-226	Pz	0.055680203045685286	0.048	UBA	N2	0.062	0.036
649	sub-226	Pz	0.319	0.319	UBA	W	0.61475	0.105
650	sub-226	Pz	0.22090344827586206	0.19	UBA	R	0.276	0.152
651	sub-226	Pz	0.12996103896103894	0.136	UBA	N1	0.17	0.088
652	sub-237	Fz	0.055213235294117646	0.049	UBA	N2	0.07025	0.031
653	sub-237	Fz	0.302	0.302	UBA	W	0.4125	0.11199999999999999
654	sub-237	Fz	0.052288732394366204	0.039	UBA	R	0.062	0.0225
655	sub-237	Fz	0.10354255319148935	0.083	UBA	N1	0.15575	0.04225
656	sub-237	FC1	0.05596568627450981	0.0525	UBA	N2	0.07025	0.036
657	sub-237	FC1	0.4	0.4	UBA	W	0.4955	0.134
658	sub-237	FC1	0.055429577464788736	0.042	UBA	R	0.067	0.02325
659	sub-237	FC1	0.10885106382978725	0.0975	UBA	N1	0.16375	0.04575
660	sub-237	FC5	0.07191911764705883	0.068	UBA	N2	0.091	0.04675
661	sub-237	FC5	0.324	0.324	UBA	W	0.438	0.092
662	sub-237	FC5	0.05461971830985916	0.044	UBA	R	0.066	0.01825
663	sub-237	FC5	0.10204255319148935	0.096	UBA	N1	0.14825	0.03925
664	sub-237	C3	0.06078921568627451	0.06	UBA	N2	0.076	0.04075
665	sub-237	C3	0.433	0.433	UBA	W	0.5125	0.1505
666	sub-237	C3	0.06143661971830986	0.049	UBA	R	0.07575	0.0235
667	sub-237	C3	0.1093936170212766	0.104	UBA	N1	0.1615	0.04175
668	sub-237	Cz	0.05299264705882353	0.051	UBA	N2	0.066	0.036
669	sub-237	Cz	0.439	0.439	UBA	W	0.534	0.131
670	sub-237	Cz	0.05954225352112676	0.0445	UBA	R	0.071	0.025
671	sub-237	Cz	0.11586170212765962	0.11	UBA	N1	0.16825	0.05725
672	sub-237	C4	0.06236029411764707	0.06	UBA	N2	0.079	0.042
673	sub-237	C4	0.402	0.402	UBA	W	0.498	0.1875
674	sub-237	C4	0.07040140845070422	0.058	UBA	R	0.086	0.038
675	sub-237	C4	0.10959574468085108	0.098	UBA	N1	0.16125	0.06025
676	sub-237	Pz	0.05661519607843137	0.055	UBA	N2	0.07025	0.037
677	sub-237	Pz	0.475	0.475	UBA	W	0.5385	0.254
678	sub-237	Pz	0.08378873239436621	0.07050000000000001	UBA	R	0.09675	0.041
679	sub-237	Pz	0.11797872340425532	0.116	UBA	N1	0.16875	0.06625
